price,carat,clarity,cut,color,depth,table,x,y,z,date
544,0.28,VVS2,Very Good,E,62,56,4.22,4.3,2.63,8/11/2012
5143,1.07,SI1,Very Good,H,59.2,61,6.65,6.67,3.94,8/11/2012
1933,0.51,VVS1,Ideal,G,61,57,5.17,5.19,3.16,8/11/2012
1966,0.5,VVS1,Very Good,G,62.3,59,5.01,5.04,3.13,8/11/2012
2196,0.62,VS1,Premium,E,62.2,58,5.41,5.46,3.38,8/11/2012
16239,2.66,SI2,Good,H,63.8,57,8.71,8.65,5.54,8/11/2012
752,0.24,VVS1,Ideal,E,60.9,56,4.01,4.04,2.45,8/11/2012
6745,1.5,SI1,Ideal,J,59.4,62,7.38,7.35,4.38,8/11/2012
862,0.3,VVS1,Ideal,E,62.1,57,4.27,4.3,2.66,8/11/2012
4652,1.22,SI2,Very Good,J,62.6,58,6.78,6.84,4.26,8/11/2012
2737,0.7,VS2,Very Good,F,61.6,60,5.59,5.65,3.46,8/11/2012
6169,1.02,VS2,Premium,G,59.2,59,6.66,6.58,3.92,8/11/2012
2535,0.7,VS1,Premium,G,61.4,59,5.74,5.59,3.51,8/11/2012
2623,0.73,VVS1,Very Good,I,61.9,57,5.75,5.79,3.57,8/11/2012
2199,0.81,SI1,Premium,J,61.8,57,6.02,5.96,3.7,8/11/2012
1996,0.63,VS1,Premium,H,61.7,59,5.53,5.49,3.4,8/11/2012
4608,1.01,SI1,Good,E,64.7,57,6.22,6.29,4.05,8/11/2012
673,0.29,IF,Ideal,G,62,56,4.23,4.27,2.63,8/11/2012
1257,0.38,VVS2,Premium,D,60,62,4.73,4.7,2.83,8/11/2012
734,0.31,VS2,Ideal,D,59,57,4.44,4.48,2.63,8/11/2012
2312,0.55,VVS2,Very Good,E,59.6,59,5.32,5.39,3.19,8/11/2012
737,0.4,SI1,Very Good,E,62.8,59,4.64,4.69,2.93,8/11/2012
4234,0.9,VS1,Premium,H,62.7,60,6.12,6.07,3.82,8/11/2012
694,0.3,VVS2,Very Good,F,62.4,57,4.25,4.27,2.66,8/11/2012
2941,0.79,SI2,Very Good,E,59.2,59,6.04,6.06,3.58,8/11/2012
2777,0.7,SI1,Ideal,E,61.4,57,5.76,5.7,3.52,8/11/2012
457,0.25,VVS1,Very Good,G,59.4,63,4.07,4.11,2.43,8/11/2012
1699,0.5,VS2,Premium,E,60.5,60,5.13,5.09,3.09,8/11/2012
907,0.31,VVS1,Premium,H,62.1,58,4.36,4.33,2.7,8/11/2012
2304,0.96,I1,Fair,J,59.5,60,6.28,6.23,3.72,8/11/2012
6751,1.07,VVS2,Very Good,H,61.3,56,6.54,6.59,4.03,8/11/2012
4089,0.92,SI1,Good,G,60.6,60,6.29,6.32,3.82,8/11/2012
4034,0.9,SI1,Very Good,E,60.1,58,6.25,6.29,3.77,8/11/2012
394,0.3,VS1,Very Good,J,62.4,58,4.26,4.3,2.67,8/11/2012
5720,1,VS2,Very Good,E,62.8,63,6.28,6.33,3.96,8/11/2012
4826,1.17,SI1,Very Good,I,62.6,58,6.64,6.71,4.18,8/11/2012
6419,1.09,VS2,Ideal,H,61.4,57,6.61,6.65,4.07,8/11/2012
4401,1.06,SI2,Ideal,H,60.1,59,6.65,6.63,3.99,8/11/2012
1013,0.3,VVS2,Ideal,E,61.9,57,4.31,4.28,2.66,8/11/2012
8950,1.22,VS2,Premium,D,59.6,60,6.97,6.95,4.15,8/11/2012
3954,0.9,SI1,Good,F,64.7,54,6.04,6.08,3.92,8/11/2012
658,0.3,VS2,Ideal,E,61.8,55,4.33,4.35,2.68,8/11/2012
2401,0.7,SI1,Good,F,63.2,57,5.62,5.68,3.57,8/11/2012
2795,0.72,VS1,Good,F,60.7,60,5.74,5.72,3.48,8/11/2012
9999,1.26,VS2,Ideal,F,61.2,57,6.96,6.99,4.27,8/11/2012
3024,0.72,VS2,Premium,E,62.5,59,5.73,5.7,3.57,8/11/2012
5231,1.11,SI2,Ideal,G,60.7,59,6.72,6.76,4.09,8/11/2012
891,0.31,IF,Ideal,G,61.6,55,4.35,4.38,2.69,10/8/2012
7325,1.33,VS2,Ideal,I,62.6,55,7.01,7.05,4.4,10/8/2012
5383,1.02,VS2,Very Good,H,62.4,57,6.43,6.35,3.99,10/8/2012
1187,0.5,SI1,Very Good,G,64.1,57,5.04,5.07,3.24,10/8/2012
2818,0.7,VS1,Ideal,E,62.9,57,5.66,5.61,3.54,10/8/2012
12898,2.01,SI1,Premium,E,60.4,61,8.05,7.98,4.84,10/8/2012
6132,1.05,VS1,Very Good,H,59.5,56,6.62,6.68,3.96,10/8/2012
1721,0.53,VS2,Ideal,E,61.3,55,5.2,5.24,3.2,10/8/2012
16277,1.51,VS1,Premium,E,59.5,59,7.54,7.48,4.47,10/8/2012
2234,0.73,SI1,Ideal,I,62,56,5.8,5.75,3.58,10/8/2012
1751,0.57,SI1,Ideal,F,62.2,56,5.33,5.31,3.31,10/8/2012
789,0.31,VVS1,Ideal,G,61.5,55,4.39,4.42,2.71,10/8/2012
2720,0.51,VVS1,Ideal,E,61.9,54,5.11,5.17,3.18,10/8/2012
775,0.34,VVS2,Ideal,G,61.6,56,4.47,4.49,2.76,10/8/2012
781,0.33,VS2,Very Good,D,62.8,54,4.43,4.46,2.79,10/8/2012
1106,0.4,VVS2,Very Good,E,61,55,4.77,4.81,2.92,10/8/2012
6062,1.06,SI1,Very Good,D,59.3,60,6.64,6.71,3.96,10/8/2012
9788,1.24,VVS2,Ideal,G,61.2,56,6.92,6.88,4.22,10/8/2012
7724,1.02,VVS2,Very Good,G,62.5,59,6.34,6.42,3.99,10/8/2012
6043,1,VS2,Ideal,E,62,55,6.42,6.38,3.97,10/8/2012
6662,1.03,VS1,Very Good,F,61.7,56,6.47,6.49,4,10/8/2012
1278,0.54,SI2,Very Good,E,62.4,57.7,5.19,5.2,3.25,10/8/2012
10538,1.22,VS2,Ideal,D,61.7,56,6.89,6.86,4.24,10/8/2012
5562,1.29,VS1,Very Good,I,61.1,58,6.98,7.03,4.28,10/8/2012
886,0.3,IF,Ideal,F,62.1,55,4.31,4.35,2.69,10/8/2012
1133,0.31,IF,Premium,E,61,59,4.39,4.36,2.67,10/8/2012
2614,0.7,SI1,Ideal,E,62.7,57,5.64,5.66,3.54,10/8/2012
562,0.39,SI2,Very Good,H,62.4,59,4.58,4.65,2.88,10/8/2012
2745,0.8,SI1,Very Good,F,61.6,59,5.9,5.96,3.65,10/8/2012
5946,1.01,VS2,Premium,G,62.1,60,6.37,6.35,3.95,10/8/2012
1449,0.55,SI1,Very Good,F,63.3,58,5.21,5.18,3.29,10/8/2012
906,0.35,VS2,Ideal,F,61.5,57,4.56,4.52,2.79,10/8/2012
956,0.3,IF,Premium,G,61,62,4.34,4.32,2.64,10/8/2012
1577,0.52,VS1,Premium,H,61.4,57,5.27,5.16,3.2,10/8/2012
4666,1.01,SI2,Very Good,E,61.5,56,6.45,6.47,3.97,10/8/2012
2138,0.7,SI1,Ideal,H,61.2,58,5.74,5.77,3.52,10/8/2012
2669,0.96,SI2,Premium,I,61.3,60,6.45,6.25,3.9,10/8/2012
4242,1.01,SI1,Very Good,H,62.7,59,6.27,6.33,3.95,10/8/2012
532,0.3,VVS2,Ideal,I,62.5,53.6,4.29,4.33,2.69,10/8/2012
1546,0.51,VS2,Premium,G,62.7,58,5.12,5.09,3.2,10/8/2012
759,0.31,VVS2,Ideal,F,61.9,56,4.32,4.37,2.69,10/8/2012
15309,1.68,VS2,Very Good,F,61.1,60,7.63,7.7,4.68,10/8/2012
3478,0.91,VS2,Very Good,J,61.9,59,6.11,6.16,3.8,10/8/2012
5260,1.01,VS2,Premium,H,61.9,57,6.42,6.35,3.95,10/8/2012
1158,0.4,VVS2,Ideal,E,61.8,56,4.74,4.77,2.94,10/8/2012
430,0.31,SI1,Ideal,I,61.4,56,4.35,4.38,2.68,10/8/2012
3404,0.81,VS1,Very Good,H,62.5,57,5.94,5.96,3.72,10/8/2012
12268,2.03,SI2,Premium,J,61.6,58,8.12,8.15,5.01,10/8/2012
4332,1.19,SI2,Premium,H,61.9,58,6.84,6.77,4.21,10/8/2012
4884,1.02,SI1,Very Good,H,63.4,57,6.42,6.36,4.05,10/8/2012
7881,1.18,VVS2,Premium,G,61,58,6.79,6.84,4.16,10/8/2012
9682,1.7,SI2,Fair,H,64.5,55,7.58,7.52,4.87,10/8/2012
6680,0.9,VVS1,Ideal,G,61.5,56,6.22,6.24,3.83,10/8/2012
872,0.31,VS2,Premium,E,60,59,4.39,4.35,2.62,10/8/2012
10356,1.59,SI1,Very Good,H,62.2,58,7.45,7.48,4.64,10/8/2012
1097,0.39,VS1,Premium,G,62.6,58,4.7,4.66,2.93,10/8/2012
720,0.32,VS1,Premium,H,62.8,58,4.37,4.35,2.74,10/8/2012
3685,1,VS2,Premium,J,60.7,61,6.5,6.41,3.92,10/8/2012
2497,0.74,VS2,Ideal,H,62.5,54,5.76,5.82,3.62,10/8/2012
5007,0.8,VS1,Ideal,E,61.8,56,5.92,5.96,3.67,10/8/2012
1947,0.52,VS2,Ideal,E,61.2,56,5.2,5.16,3.17,10/8/2012
603,0.27,VS1,Ideal,E,61.6,56,4.17,4.14,2.56,10/8/2012
3115,0.84,SI1,Premium,F,59,59,6.18,6.13,3.63,10/8/2012
4092,0.9,SI1,Very Good,E,63.1,60,6.18,6.14,3.89,10/8/2012
1059,0.4,VS2,Ideal,F,62,59,4.77,4.71,2.95,10/8/2012
1150,0.52,SI2,Ideal,G,61.3,56,5.19,5.22,3.19,10/8/2012
5211,1.2,SI1,Good,I,63.9,56,6.62,6.69,4.25,10/8/2012
684,0.3,VVS2,Very Good,G,62.9,55,4.3,4.32,2.71,10/8/2012
14638,2.11,VS2,Ideal,J,61.2,55,8.33,8.3,5.09,10/8/2012
776,0.3,VS1,Premium,G,62.9,60,4.22,4.18,2.64,10/8/2012
810,0.36,SI1,Premium,E,61.3,56,4.62,4.58,2.82,10/8/2012
3936,0.91,SI2,Very Good,E,62.4,58,6.11,6.14,3.82,10/8/2012
5466,1.22,SI1,Premium,I,62.2,57,6.87,6.79,4.25,10/8/2012
11036,2,SI2,Good,J,61.5,61,7.97,8.06,4.93,10/8/2012
1170,0.39,VS1,Ideal,D,62,57,4.71,4.67,2.91,10/8/2012
3453,0.84,SI1,Very Good,E,58.8,58,6.16,6.28,3.66,10/8/2012
1084,0.51,SI1,Premium,I,61.3,58,5.16,5.11,3.15,10/8/2012
4873,1.03,SI2,Ideal,G,61.8,55,6.5,6.52,4.02,10/8/2012
2829,0.8,SI2,Premium,E,60.2,57,6.05,6.01,3.63,10/8/2012
7421,1.36,SI2,Premium,E,61.7,59,7.2,7.09,4.41,10/8/2012
2140,0.82,SI1,Good,J,57.4,59,6.25,6.19,3.57,10/8/2012
979,0.3,VVS1,Ideal,E,62.5,54,4.32,4.29,2.69,10/8/2012
8736,2,SI2,Fair,I,69.1,56,7.84,7.7,5.37,10/8/2012
781,0.33,VS2,Ideal,D,62.6,56,4.39,4.43,2.76,10/8/2012
1700,0.53,VS1,Ideal,E,60.9,57,5.19,5.25,3.18,10/8/2012
5207,1.07,VS1,Ideal,I,62,57,6.5,6.56,4.05,10/8/2012
2058,0.7,SI1,Ideal,E,61.8,57,5.71,5.68,3.52,10/8/2012
787,0.3,VS1,Premium,G,62.5,59,4.32,4.25,2.68,10/8/2012
6825,1.01,VS1,Good,F,61.2,56,6.42,6.49,3.95,10/8/2012
4391,1.21,SI1,Premium,J,62.7,57,6.77,6.72,4.23,10/8/2012
4420,0.92,SI1,Premium,F,62.1,60,6.22,6.21,3.86,10/8/2012
1327,0.45,VVS1,Very Good,G,62.2,58,4.9,4.97,3.07,10/8/2012
477,0.34,SI2,Premium,E,61.5,58,4.49,4.52,2.77,10/8/2012
8895,1.28,VS1,Very Good,G,59.2,57,7.05,7.13,4.2,10/8/2012
6377,2.03,I1,Premium,G,61.1,58,8.11,8.06,4.94,10/8/2012
5218,1.21,SI2,Premium,H,60.9,61,6.88,6.82,4.17,10/8/2012
2850,1.2,I1,Very Good,H,63.1,60,6.75,6.67,4.23,10/8/2012
837,0.32,VVS2,Ideal,E,60.9,55,4.41,4.43,2.69,10/8/2012
725,0.41,SI1,Very Good,E,60.4,58,4.75,4.79,2.88,10/8/2012
11050,1.74,VS1,Premium,J,62.5,58,7.67,7.65,4.79,10/8/2012
1197,0.58,SI2,Very Good,G,59.5,59,5.41,5.45,3.23,10/8/2012
977,0.31,IF,Ideal,H,60.8,57,4.4,4.38,2.67,10/8/2012
449,0.24,VVS2,Very Good,H,61.5,56,3.99,4.01,2.46,10/8/2012
741,0.36,VS2,Very Good,F,61.3,59,4.55,4.6,2.79,10/8/2012
1715,0.55,VS2,Ideal,F,61.4,56,5.28,5.31,3.25,10/8/2012
1010,0.4,VVS2,Very Good,D,62.2,62,4.68,4.71,2.92,10/8/2012
1235,0.42,VVS1,Ideal,G,62,56,4.84,4.81,2.99,10/8/2012
1436,0.5,SI1,Very Good,D,61,61,5.08,5.11,3.11,10/8/2012
645,0.32,VS2,Very Good,F,59.5,61,4.42,4.46,2.64,10/8/2012
5131,1.02,SI1,Very Good,H,59.9,58,6.57,6.66,3.96,10/8/2012
3530,1.03,SI2,Fair,G,65.7,58,6.32,6.26,4.13,10/8/2012
10652,1.5,VS1,Very Good,H,63.4,59,7.13,7.2,4.54,10/8/2012
2136,0.53,VVS1,Very Good,G,58.9,60,5.23,5.3,3.1,10/8/2012
8110,1.52,VS1,Premium,J,62,59,7.34,7.36,4.56,10/8/2012
880,0.34,VS2,Ideal,F,62.6,54,4.48,4.46,2.8,10/8/2012
5006,1.11,SI1,Ideal,I,62.2,54,6.64,6.68,4.14,10/8/2012
9777,1.7,SI1,Premium,G,62.4,59,7.63,7.57,4.74,10/26/2012
5501,1.01,VS2,Fair,F,65.5,62,6.19,6.23,4.07,10/26/2012
4872,1.16,SI1,Premium,I,62.7,57,6.76,6.67,4.21,10/26/2012
1986,0.55,VS1,Very Good,E,61.6,55,5.26,5.28,3.25,10/26/2012
18275,2.13,SI1,Ideal,H,62.2,55,8.2,8.27,5.12,10/26/2012
1920,0.56,VS2,Good,E,62.3,63,5.22,5.27,3.27,10/26/2012
4559,1.01,SI1,Good,H,60.3,64,6.5,6.53,3.93,10/26/2012
743,0.33,VS1,Premium,H,59.7,59,4.53,4.52,2.7,10/26/2012
18791,2.15,SI2,Ideal,G,62.6,54,8.29,8.35,5.21,10/26/2012
1154,0.45,VS1,Good,G,58.1,61.2,5.02,5.07,2.93,10/26/2012
689,0.36,VVS2,Ideal,H,61.4,55,4.57,4.6,2.82,10/26/2012
7500,1.37,VS2,Ideal,I,61.3,56,7.15,7.18,4.39,10/26/2012
1076,0.41,VS2,Ideal,D,62.2,54,4.81,4.77,2.98,10/26/2012
11075,1.52,SI1,Good,E,63.5,58,7.29,7.36,4.65,10/26/2012
720,0.32,VS2,Premium,G,61,59,4.46,4.42,2.71,10/26/2012
1120,0.43,VVS1,Ideal,I,60.6,57,4.88,4.94,2.97,10/26/2012
743,0.33,SI1,Premium,E,62,60,4.43,4.38,2.73,10/26/2012
854,0.33,VS1,Premium,G,61.3,58,4.45,4.42,2.72,10/26/2012
954,0.32,IF,Very Good,G,62.4,55,4.4,4.42,2.75,10/26/2012
457,0.3,VS1,Ideal,I,62,57,4.26,4.29,2.65,10/26/2012
5290,1.04,SI1,Very Good,F,60.1,62,6.54,6.6,3.95,10/26/2012
1872,0.52,VS1,Ideal,F,61.2,57,5.2,5.16,3.17,10/26/2012
10623,1.52,VS2,Fair,G,55.2,66,7.72,7.67,4.26,10/26/2012
2401,0.7,SI1,Good,F,63.8,60,5.6,5.63,3.58,10/26/2012
812,0.38,SI2,Premium,D,59.2,61,4.72,4.67,2.78,10/26/2012
668,0.33,VS2,Premium,H,60.4,60,4.52,4.48,2.72,10/26/2012
9444,1.7,SI2,Ideal,H,61.2,56,7.71,7.64,4.7,10/26/2012
1268,0.53,SI1,Very Good,F,62.9,57,5.15,5.18,3.25,10/26/2012
1383,0.57,SI1,Fair,E,64.6,59,5.22,5.18,3.36,10/26/2012
945,0.42,SI1,Premium,G,61.7,58,4.8,4.76,2.95,10/26/2012
1016,0.43,SI1,Ideal,E,62.3,57,4.82,4.78,2.99,10/26/2012
3803,0.85,VS2,Premium,E,60.2,60,6.14,6.09,3.68,10/26/2012
5768,1.09,SI1,Ideal,F,62,56,6.61,6.56,4.08,10/26/2012
710,0.3,VS1,Ideal,E,61.7,57,4.28,4.31,2.65,10/26/2012
2808,0.73,SI1,Very Good,D,63.1,57,5.74,5.7,3.61,10/26/2012
1197,0.41,IF,Very Good,G,60.9,59,4.8,4.85,2.94,10/26/2012
6097,1.01,SI1,Ideal,D,63,57,6.43,6.34,4.02,10/26/2012
2238,0.52,VVS2,Ideal,G,61.7,55,5.15,5.2,3.19,10/26/2012
6295,1.01,VS2,Ideal,G,59.6,59,6.52,6.57,3.9,10/26/2012
9540,1.9,SI1,Very Good,J,59.2,58,8.1,8.21,4.83,10/26/2012
2699,0.71,SI1,Ideal,F,61.3,57,5.72,5.79,3.53,10/26/2012
1230,0.41,VS1,Ideal,D,62.8,57,4.76,4.73,2.98,10/26/2012
2193,0.59,VVS1,Ideal,H,62.1,55,5.38,5.41,3.35,10/26/2012
821,0.36,VVS2,Very Good,G,61.9,58,4.54,4.6,2.83,10/26/2012
3290,0.91,VS2,Good,J,61.3,61,6.18,6.25,3.81,10/26/2012
2287,0.7,VS2,Very Good,H,60,55,5.73,5.77,3.45,10/26/2012
2641,0.73,VS1,Very Good,H,61.6,59,5.74,5.81,3.56,10/26/2012
7800,1.02,VVS2,Good,G,63.1,59,6.38,6.45,4.05,10/26/2012
905,0.43,VS2,Very Good,F,61.2,59,4.84,4.87,2.97,10/26/2012
2708,0.73,VS1,Very Good,G,61,60,5.76,5.84,3.54,10/26/2012
3013,0.9,SI1,Premium,D,62.2,60,6.08,6.05,3.77,10/26/2012
855,0.38,VVS2,Very Good,J,63.4,56,4.62,4.56,2.91,10/26/2012
1867,0.53,VVS2,Ideal,G,61.9,54,5.2,5.23,3.23,10/26/2012
16564,2.28,VS2,Premium,J,62.9,58,8.42,8.34,5.27,10/26/2012
6639,1.2,VS1,Ideal,I,62.5,55,6.76,6.81,4.24,10/26/2012
827,0.41,VS2,Ideal,G,61.4,54,4.77,4.84,2.95,10/26/2012
589,0.32,SI1,Premium,D,61.4,58,4.38,4.42,2.7,10/26/2012
16687,2.4,SI1,Ideal,J,62.7,57,8.6,8.5,5.36,10/26/2012
605,0.26,IF,Ideal,G,62.2,55,4.09,4.13,2.55,10/26/2012
810,0.3,IF,Very Good,I,63.3,56,4.26,4.21,2.68,10/26/2012
5929,1,SI1,Ideal,D,59.9,56,6.51,6.54,3.91,10/26/2012
13572,2.01,VS2,Premium,J,61.5,60,8.13,8.07,4.98,10/26/2012
603,0.38,SI2,Ideal,E,61.5,55,4.69,4.72,2.89,10/26/2012
1809,0.76,SI1,Good,J,63.8,57,5.78,5.74,3.67,10/26/2012
7575,1.01,VS1,Very Good,D,63.1,58,6.34,6.3,3.99,10/26/2012
910,0.41,VS2,Good,E,63.1,64,4.63,4.66,2.93,10/26/2012
3762,0.72,VVS1,Very Good,F,62.1,55,5.72,5.78,3.57,10/26/2012
2858,0.71,VS2,Premium,D,60.4,62,5.74,5.72,3.46,10/26/2012
8261,1.31,VS2,Very Good,H,60.4,58,7.04,7.09,4.27,10/26/2012
8843,1.11,VVS2,Ideal,G,63.1,57,6.55,6.6,4.15,10/26/2012
6732,1.02,VS2,Very Good,E,58.4,57,6.59,6.64,3.86,10/26/2012
13242,2.33,SI2,Good,G,63.9,60,8.37,8.3,5.32,10/26/2012
2861,0.82,SI2,Premium,E,61.7,59,6.01,5.98,3.7,10/26/2012
828,0.32,VVS2,Ideal,H,61.2,56,4.43,4.4,2.7,10/26/2012
702,0.4,SI2,Premium,I,60.5,58,4.82,4.76,2.9,10/26/2012
589,0.32,SI1,Ideal,D,59.6,57,4.42,4.47,2.65,10/26/2012
621,0.3,VS2,Ideal,E,61.3,58,4.3,4.32,2.64,10/26/2012
6928,1.3,VS1,Ideal,G,62.4,56,7.03,6.95,4.36,10/26/2012
4522,1.03,SI2,Ideal,E,62.5,56,6.48,6.45,4.04,10/26/2012
1046,0.31,VVS1,Ideal,G,59.5,56,4.43,4.41,2.63,10/26/2012
12945,1.67,VS2,Ideal,H,62.6,56,7.55,7.57,4.73,10/26/2012
1116,0.35,VVS1,Premium,E,60.7,59,4.58,4.55,2.77,10/26/2012
596,0.34,VS1,Premium,H,61.4,59,4.5,4.53,2.77,10/26/2012
5882,1.01,VS2,Premium,E,59.5,60,6.3,6.24,3.73,10/26/2012
776,0.3,VS2,Premium,F,60.4,58,4.33,4.31,2.61,10/26/2012
989,0.41,VS1,Good,D,64.2,55,4.72,4.75,3.04,10/26/2012
1315,0.53,SI2,Ideal,E,60.9,57,5.23,5.21,3.18,10/26/2012
6606,1.01,VS2,Good,E,56.7,61,6.71,6.66,3.79,10/26/2012
4244,1.01,SI2,Ideal,I,62.8,57,6.36,6.41,4.01,10/26/2012
10333,1.09,VVS2,Ideal,E,60.9,56,6.66,6.7,4.07,10/26/2012
5741,1.01,SI1,Premium,E,62.8,58,6.38,6.33,3.99,10/26/2012
7584,1,VVS2,Very Good,G,59.8,59,6.47,6.51,3.88,10/26/2012
625,0.31,VS2,Ideal,F,62.6,57,4.29,4.33,2.7,10/26/2012
11161,1.51,VS1,Premium,H,61,60,7.29,7.34,4.46,10/26/2012
4163,1,SI2,Ideal,H,62.5,54,6.32,6.38,3.97,10/26/2012
764,0.4,VS2,Ideal,H,61.8,54.5,4.74,4.77,2.94,10/26/2012
13203,3,I1,Premium,G,59.7,60,9.42,9.26,5.58,10/26/2012
1356,0.58,SI2,Ideal,D,61.7,54,5.4,5.43,3.34,10/26/2012
698,0.31,VVS2,Premium,I,62.2,57,4.37,4.34,2.71,10/26/2012
4183,0.9,VS1,Fair,F,66.2,55,6.11,5.97,4,10/26/2012
769,0.26,VVS1,Ideal,F,62.4,56,4.11,4.1,2.56,10/26/2012
875,0.32,VVS1,Fair,D,62.4,61,4.38,4.44,2.75,10/26/2012
1993,0.54,VS2,Premium,D,61.7,58,5.24,5.16,3.21,10/26/2012
3595,0.9,SI1,Very Good,H,62.3,58,6.16,6.19,3.85,10/26/2012
743,0.33,SI1,Premium,E,60.9,58,4.5,4.46,2.73,10/26/2012
1433,0.43,VVS1,Premium,E,59.5,58,4.92,4.96,2.94,10/26/2012
7283,1.32,SI1,Very Good,H,62.8,56,6.94,7,4.38,10/26/2012
6888,1.23,SI1,Premium,G,61.2,59,6.88,6.81,4.19,10/26/2012
854,0.33,VVS2,Premium,H,62.4,60,4.42,4.39,2.75,10/26/2012
8994,1.59,SI2,Very Good,E,61.1,57,7.48,7.54,4.59,10/26/2012
13730,1.4,VS1,Premium,D,62.8,58,7.17,7.07,4.47,10/26/2012
2114,0.72,SI2,Very Good,G,60.6,61,5.73,5.79,3.49,10/26/2012
10046,1.5,SI1,Very Good,E,60.5,63,7.42,7.35,4.48,10/26/2012
1323,0.4,VVS2,Premium,D,60.4,59,4.77,4.76,2.88,10/26/2012
4884,1.02,SI1,Premium,H,62.9,59,6.41,6.38,4.02,10/26/2012
3179,0.81,SI1,Good,D,63.9,58,5.9,5.85,3.75,10/26/2012
4964,1.02,SI1,Good,G,63.6,58,6.34,6.39,4.05,10/26/2012
638,0.3,VVS1,Good,H,63.1,54,4.28,4.34,2.72,10/26/2012
7781,1.08,VS2,Ideal,F,61,57,6.61,6.68,4.06,10/26/2012
2227,0.58,VS1,Ideal,F,60.3,57,5.47,5.44,3.29,4/10/2013
4704,1.2,SI1,Very Good,I,63.3,57,6.7,6.66,4.23,4/10/2013
10521,1.57,SI1,Ideal,H,60.5,57,7.6,7.57,4.59,4/10/2013
1754,0.57,VS2,Premium,F,60.3,58,5.4,5.44,3.27,4/10/2013
5706,1.09,SI1,Premium,H,59.5,58,6.73,6.71,4,4/10/2013
1625,0.56,VS2,Ideal,E,61.6,57,5.3,5.32,3.27,4/10/2013
958,0.42,VS2,Ideal,E,61.8,57,4.77,4.81,2.96,4/10/2013
655,0.3,VVS2,Ideal,G,62.2,57,4.25,4.3,2.66,4/10/2013
2298,0.72,SI2,Premium,F,60.5,59,5.83,5.8,3.52,4/10/2013
7832,1.5,VS1,Premium,J,62,61,7.37,7.24,4.53,4/10/2013
2838,0.71,SI1,Ideal,F,59.8,53,5.86,5.82,3.49,4/10/2013
12053,1.06,VVS2,Ideal,D,62,56,6.53,6.57,4.06,4/10/2013
4719,1.32,VS1,Premium,I,62.4,58,7.01,6.96,4.36,4/10/2013
579,0.33,VVS2,Ideal,I,62.4,56,4.41,4.43,2.76,4/10/2013
717,0.4,VS2,Good,H,63.1,62,4.75,4.66,2.97,4/10/2013
2639,0.9,SI2,Fair,E,64.4,58,6.07,6.01,3.89,4/10/2013
5602,1.22,SI1,Premium,I,61.3,58,6.94,6.9,4.24,4/10/2013
10019,1.04,VVS2,Ideal,E,62.9,55,6.47,6.51,4.08,4/10/2013
12958,1.28,VVS2,Ideal,F,62.2,56,6.95,6.91,4.32,4/10/2013
4318,1.02,SI2,Good,D,61.5,61,6.34,6.41,3.92,4/10/2013
2316,0.72,VS2,Premium,H,61.7,56,5.77,5.73,3.55,4/10/2013
2823,0.71,VS2,Premium,E,62.3,58,5.71,5.66,3.54,4/10/2013
579,0.4,SI2,Very Good,F,62.6,53,4.7,4.75,2.96,4/10/2013
606,0.36,SI1,Very Good,G,61.8,57.8,4.52,4.58,2.81,4/10/2013
638,0.41,SI2,Good,E,63.8,57,4.68,4.75,3.01,4/10/2013
3070,0.92,SI2,Good,J,59,63,6.3,6.35,3.73,4/10/2013
13420,2,SI2,Premium,G,62.9,58,7.98,7.92,5,4/10/2013
878,0.3,VVS1,Premium,H,61.3,61,4.29,4.26,2.62,4/10/2013
3148,0.77,VS1,Ideal,G,62.2,56,5.9,5.85,3.66,4/10/2013
3550,0.92,SI2,Premium,D,62.5,59,6.24,6.2,3.89,4/10/2013
413,0.3,VVS2,Ideal,J,62,54,4.3,4.34,2.68,4/10/2013
453,0.31,VVS2,Ideal,J,61.8,54,4.38,4.39,2.71,4/10/2013
3596,0.84,VS2,Very Good,G,61.8,57,6.04,6.07,3.74,4/10/2013
1205,0.51,SI2,Premium,E,62.7,52,5.15,5.12,3.22,4/10/2013
3781,0.82,VVS2,Ideal,H,61.4,56,6.01,6.05,3.71,4/10/2013
1232,0.8,I1,Fair,E,65.5,54,5.84,5.68,3.78,4/10/2013
1080,0.4,VVS1,Ideal,I,60.5,57,4.79,4.76,2.89,4/10/2013
3562,0.75,VS2,Ideal,D,61.7,55,5.85,5.82,3.6,4/10/2013
2661,0.73,SI1,Ideal,E,60.1,56,5.91,5.87,3.54,4/10/2013
475,0.3,SI1,Ideal,F,61.9,56,4.3,4.32,2.67,4/10/2013
4158,1.36,SI2,Fair,J,67.8,55,6.73,6.66,4.54,4/10/2013
2379,0.74,SI1,Ideal,F,60.4,56,5.86,5.83,3.53,4/10/2013
1982,0.74,VS1,Fair,J,58.8,68,5.91,5.8,3.44,4/10/2013
5654,1.23,VS2,Premium,G,61.6,58,6.91,6.85,4.24,4/10/2013
1221,0.47,VS1,Premium,H,61.8,58,4.99,4.94,3.07,4/10/2013
3690,1,SI1,Good,J,61.7,62,6.37,6.4,3.94,4/10/2013
2337,0.7,SI1,Good,F,59.7,64,5.71,5.74,3.42,4/10/2013
4663,0.91,SI1,Premium,D,59,61,6.35,6.29,3.73,4/10/2013
4839,1.03,SI2,Ideal,D,60.7,55,6.61,6.53,3.99,4/10/2013
